Image,Class
06258.png,56
17456.png,54
08295.png,91
19855.png,27
00417.png,17
17251.png,51
11004.png,4
12103.png,3
01581.png,79
18264.png,62
09642.png,42
18442.png,42
02189.png,81
11172.png,70
04953.png,38
13048.png,48
16309.png,9
09934.png,34
14729.png,29
14642.png,42
02438.png,38
02262.png,60
09684.png,82
06634.png,34
17252.png,52
14621.png,21
17720.png,20
06871.png,69
01481.png,79
17002.png,2
08524.png,24
00413.png,13
11379.png,77
08554.png,53
15530.png,30
11810.png,10
01538.png,38
18654.png,53
04280.png,78
13197.png,93
18642.png,42
05864.png,62
08957.png,55
04506.png,6
13366.png,64
13874.png,72
19710.png,10
13177.png,75
15946.png,46
09396.png,92
01327.png,27
11182.png,80
09257.png,55
03032.png,32
11680.png,78
02456.png,54
15969.png,67
09716.png,16
01705.png,5
14508.png,8
04064.png,62
02453.png,38
05564.png,62
00350.png,50
07473.png,71
01722.png,22
03182.png,80
02813.png,13
12883.png,81
18702.png,2
04270.png,68
01462.png,60
14662.png,60
05208.png,8
01014.png,14
06351.png,51
11043.png,43
03337.png,37
02860.png,58
04325.png,25
08022.png,22
00614.png,14
02107.png,7
12744.png,44
03603.png,3
10527.png,27
11206.png,6
00246.png,46
05456.png,54
15658.png,56
01018.png,18
16927.png,27
17333.png,33
01223.png,23
07691.png,87
09359.png,57
08559.png,57
07779.png,77
02641.png,41
09006.png,6
17800.png,0
06731.png,31
17171.png,69
00409.png,9
01652.png,52
14866.png,64
13876.png,74
07521.png,21
00127.png,27
04143.png,43
15677.png,75
18212.png,12
01698.png,94
12190.png,86
18920.png,20
07401.png,1
07825.png,25
13912.png,12
02331.png,31
15460.png,58
12136.png,36
07880.png,78
01686.png,84
03580.png,78
06526.png,26
15609.png,9
13141.png,41
08118.png,18
13790.png,86
04089.png,81
02491.png,87
05504.png,4
07412.png,12
16107.png,7
19258.png,56
06596.png,92
06150.png,50
16190.png,86
11166.png,64
01218.png,18
00831.png,31
13016.png,16
04141.png,41
00964.png,62
13300.png,0
17710.png,10
10577.png,75
01763.png,61
00257.png,55
04121.png,21
08473.png,71
13451.png,51
03159.png,57
19159.png,57
06906.png,6
13582.png,80
04841.png,41
00611.png,11
06509.png,9
07602.png,2
06095.png,91
04269.png,67
19307.png,7
14667.png,65
01187.png,27
06314.png,14
02765.png,63
13733.png,33
07219.png,19
05661.png,59
08706.png,6
04409.png,9
16769.png,67
00311.png,11
08464.png,62
02539.png,39
11938.png,38
07580.png,78
07350.png,50
13411.png,11
01332.png,32
13576.png,74
07959.png,57
11846.png,46
09902.png,2
15429.png,29
15085.png,83
19109.png,9
05114.png,14
05599.png,95
05440.png,40
17050.png,50
01414.png,14
18240.png,40
08449.png,49
17109.png,9
06478.png,76
16746.png,46
10751.png,51
05453.png,38
00883.png,81
10111.png,11
13669.png,67
12888.png,85
07189.png,81
14340.png,40
02010.png,10
12777.png,75
10413.png,13
19079.png,77
09363.png,61
18604.png,4
05598.png,94
10444.png,44
00359.png,57
01885.png,83
17288.png,85
12280.png,78
19975.png,73
16714.png,14
04248.png,48
01297.png,93
03905.png,5
18091.png,87
11819.png,19
12855.png,27
01024.png,24
05394.png,90
09791.png,87
13960.png,58
16761.png,59
18704.png,4
16692.png,88
15653.png,38
07679.png,77
10723.png,23
00635.png,35
12902.png,2
10637.png,37
13142.png,42
16504.png,4
16491.png,87
05761.png,59
00861.png,59
15008.png,8
18859.png,57
18455.png,27
02031.png,31
06810.png,10
14516.png,16
02503.png,3
10207.png,7
19945.png,45
13027.png,27
07780.png,78
13829.png,29
10809.png,9
13209.png,9
06055.png,27
15888.png,85
14019.png,19
15097.png,93
07588.png,85
19830.png,30
18438.png,38
18115.png,15
04657.png,55
09335.png,35
01452.png,52
10812.png,12
03040.png,40
05295.png,91
14076.png,74
17524.png,24
03799.png,95
15856.png,54
16069.png,67
02261.png,59
16814.png,14
02798.png,94
16682.png,80
19286.png,84
00207.png,7
03326.png,26
16571.png,69
11532.png,32
19981.png,79
19113.png,13
02183.png,81
09512.png,12
19262.png,60
19309.png,9
17324.png,24
18526.png,26
03547.png,47
03014.png,14
02418.png,18
18217.png,17
02271.png,69
05068.png,66
15963.png,61
07654.png,53
02950.png,50
09741.png,41
15497.png,93
05396.png,92
11170.png,68
18485.png,83
08281.png,79
07775.png,73
19390.png,86
07390.png,86
05426.png,26
15601.png,1
06652.png,52
06240.png,40
09445.png,45
00747.png,47
12351.png,51
12433.png,33
15678.png,76
18364.png,62
02509.png,9
08933.png,33
10353.png,38
04906.png,6
13611.png,11
13166.png,64
14686.png,84
02954.png,53
13538.png,38
03021.png,21
17388.png,85
00499.png,95
10557.png,55
14750.png,50
04752.png,52
07462.png,60
15047.png,47
05745.png,45
17993.png,89
05783.png,81
09218.png,18
16824.png,24
18370.png,68
17729.png,29
17812.png,12
16855.png,27
07726.png,26
04407.png,7
11146.png,46
15408.png,8
04685.png,83
09314.png,14
04744.png,44
00914.png,14
15495.png,91
04831.png,31
08621.png,21
10628.png,28
16863.png,61
19955.png,27
02448.png,48
11270.png,68
15998.png,94
02882.png,80
01952.png,52
16255.png,27
13305.png,5
13363.png,61
14265.png,63
12382.png,80
09742.png,42
01703.png,3
09041.png,41
09182.png,80
13847.png,47
09656.png,54
12813.png,13
13674.png,72
06145.png,45
09298.png,94
12978.png,76
09248.png,48
09186.png,84
18027.png,27
19244.png,44
01099.png,95
07427.png,27
02879.png,77
18756.png,54
06607.png,7
12353.png,38
07030.png,30
11711.png,11
05061.png,59
16591.png,87
07238.png,38
01435.png,35
07956.png,54
14318.png,18
09990.png,86
02806.png,6
07268.png,66
12406.png,6
00774.png,72
02889.png,81
14069.png,67
15482.png,80
04925.png,25
04912.png,12
11721.png,21
13925.png,25
02541.png,41
00299.png,95
14660.png,58
06944.png,44
14945.png,45
08985.png,83
04861.png,59
00474.png,72
07395.png,91
05689.png,81
09569.png,67
12636.png,36
15236.png,36
14918.png,18
16045.png,45
18006.png,6
03653.png,38
03039.png,39
12069.png,67
17642.png,42
12345.png,45
16750.png,50
19375.png,73
18358.png,56
11669.png,67
08335.png,35
05984.png,82
09171.png,69
15222.png,22
10495.png,91
04368.png,66
14588.png,85
14021.png,21
09425.png,25
14054.png,53
00644.png,44
13446.png,46
19042.png,42
07504.png,4
02535.png,35
01878.png,76
13997.png,93
10554.png,53
08249.png,49
09465.png,63
12871.png,69
18419.png,19
06191.png,87
13892.png,88
18971.png,69
02148.png,48
04252.png,52
01270.png,68
09037.png,37
12008.png,8
00812.png,12
10073.png,71
12104.png,4
09040.png,40
12642.png,42
09084.png,82
14145.png,45
18938.png,38
07297.png,93
06118.png,18
07569.png,67
19035.png,35
03851.png,51
19671.png,69
01619.png,19
02650.png,50
10425.png,25
11164.png,62
08882.png,80
16390.png,86
08379.png,77
02478.png,76
07913.png,13
13699.png,95
11697.png,93
10592.png,88
19168.png,66
00767.png,65
07235.png,35
17095.png,91
01997.png,93
00799.png,95
13049.png,49
16530.png,30
08630.png,30
18617.png,17
10410.png,10
04822.png,22
14494.png,90
19504.png,4
02447.png,47
04124.png,24
05811.png,11
19497.png,93
18772.png,70
07841.png,41
03188.png,85
07932.png,32
06730.png,30
14731.png,31
18543.png,43
09726.png,26
17881.png,79
05752.png,52
08181.png,79
02554.png,53
16529.png,29
03599.png,95
06187.png,27
17292.png,88
01555.png,27
03832.png,32
12222.png,22
07169.png,67
03764.png,62
12989.png,81
06941.png,41
13437.png,37
10915.png,15
06565.png,63
05968.png,66
18670.png,68
02800.png,0
04721.png,21
17906.png,6
13075.png,73
09074.png,72
08862.png,60
12764.png,62
14313.png,13
01474.png,72
02416.png,16
13470.png,68
02113.png,13
13212.png,12
07388.png,85
11055.png,27
12364.png,62
04139.png,39
17357.png,55
18210.png,10
15431.png,31
08194.png,90
14418.png,18
15995.png,91
03739.png,39
07921.png,21
15188.png,85
04783.png,81
15212.png,12
19083.png,81
15957.png,55
10879.png,77
05485.png,83
07309.png,9
11085.png,83
15145.png,45
07710.png,10
12745.png,45
16170.png,68
14309.png,9
12557.png,55
05229.png,29
14612.png,12
16675.png,73
02960.png,58
02321.png,21
02925.png,25
05448.png,48
09771.png,69
06946.png,46
18188.png,85
03749.png,49
15758.png,56
12584.png,82
10781.png,79
11347.png,47
11757.png,55
14809.png,9
07534.png,34
01388.png,85
14424.png,24
05092.png,88
05737.png,37
02326.png,26
14646.png,46
12417.png,17
10964.png,62
15492.png,88
00862.png,60
16708.png,8
13589.png,81
11505.png,5
15641.png,41
03335.png,35
17816.png,16
02377.png,75
05692.png,88
08852.png,52
19048.png,48
02226.png,26
13047.png,47
01984.png,82
10364.png,62
06957.png,55
07648.png,48
15683.png,81
19723.png,23
11047.png,47
01426.png,26
07045.png,45
11627.png,27
18596.png,92
10315.png,15
18132.png,32
02755.png,27
14924.png,24
12181.png,79
15533.png,33
14566.png,64
15378.png,76
06616.png,16
12422.png,22
10400.png,0
00551.png,51
10587.png,27
09481.png,79
02506.png,6
05416.png,16
13039.png,39
07969.png,67
07628.png,28
03830.png,30
12170.png,68
00524.png,24
14850.png,50
18457.png,55
03407.png,7
18036.png,36
03462.png,60
09263.png,61
02334.png,34
12588.png,85
19220.png,20
15041.png,41
05768.png,66
10361.png,59
17356.png,54
15808.png,8
07465.png,63
00900.png,0
08732.png,32
00545.png,45
03699.png,95
05106.png,6
15748.png,48
14455.png,27
10783.png,81
16276.png,74
06952.png,52
18129.png,29
02029.png,29
12271.png,69
10824.png,24
08681.png,79
01748.png,48
06459.png,57
10836.png,36
08427.png,27
01458.png,56
19127.png,27
04618.png,18
18344.png,44
06532.png,32
06774.png,72
02051.png,51
17296.png,92
12144.png,44
11996.png,92
01979.png,77
09996.png,92
17938.png,38
14498.png,94
03377.png,75
06684.png,82
04667.png,65
15752.png,52
03130.png,30
12681.png,79
11729.png,29
16247.png,47
14104.png,4
01726.png,26
17887.png,27
16162.png,60
14388.png,85
08357.png,55
14777.png,75
15767.png,65
04656.png,54
11368.png,66
11863.png,61
17205.png,5
11035.png,35
07763.png,61
05722.png,22
10622.png,22
12388.png,85
05056.png,54
13318.png,18
02754.png,53
02014.png,14
01079.png,77
00711.png,11
16429.png,29
12045.png,45
01142.png,42
09808.png,8
08724.png,24
07405.png,5
09473.png,71
18778.png,76
04999.png,95
00850.png,50
15307.png,7
18070.png,68
01584.png,82
12750.png,50
01680.png,78
03878.png,76
03718.png,18
09535.png,35
07420.png,20
08729.png,29
00888.png,85
18644.png,44
12308.png,8
16013.png,13
09407.png,7
12243.png,43
03535.png,35
11752.png,52
12125.png,25
11539.png,39
15647.png,47
07402.png,2
16323.png,23
14396.png,92
18512.png,12
05405.png,5
12901.png,1
05006.png,6
04600.png,0
10448.png,48
12596.png,92
03489.png,81
19158.png,56
14217.png,17
16083.png,81
11133.png,33
05169.png,67
17406.png,6
16921.png,21
06950.png,50
18143.png,43
17396.png,92
03539.png,39
11108.png,8
08930.png,30
01146.png,46
08279.png,77
02160.png,58
14028.png,28
19089.png,81
06610.png,10
19808.png,8
11746.png,46
18309.png,9
02108.png,8
02907.png,7
16686.png,84
02581.png,79
04411.png,11
14902.png,2
04679.png,77
15673.png,71
15396.png,92
14738.png,38
13975.png,73
13655.png,27
19452.png,52
17084.png,82
18081.png,79
10154.png,53
08784.png,82
19333.png,33
08115.png,15
06416.png,16
05363.png,61
01587.png,27
15934.png,34
11596.png,92
01572.png,70
05127.png,27
18697.png,93
14428.png,28
12831.png,31
18989.png,81
12612.png,12
16311.png,11
00386.png,84
03864.png,62
05156.png,54
18134.png,34
01202.png,2
15675.png,73
14001.png,1
05628.png,28
14799.png,95
09541.png,41
14376.png,74
19320.png,20
14215.png,15
13455.png,27
04501.png,1
01478.png,76
08905.png,5
09412.png,12
00131.png,31
08673.png,71
10331.png,31
10775.png,73
04455.png,27
11806.png,6
06590.png,86
08330.png,30
16122.png,22
19227.png,27
12016.png,16
01646.png,46
07248.png,48
18650.png,50
05463.png,61
07794.png,90
13221.png,21
18834.png,34
15337.png,37
10713.png,13
12070.png,68
05134.png,34
00678.png,76
16889.png,81
15010.png,10
04298.png,94
06552.png,52
06024.png,24
18553.png,38
12847.png,47
16687.png,27
08405.png,5
07139.png,39
08531.png,31
00999.png,95
12966.png,64
19226.png,26
07419.png,19
16295.png,91
14280.png,78
18503.png,3
19120.png,20
19790.png,86
18207.png,7
16727.png,27
04762.png,60
11748.png,48
14678.png,76
07829.png,29
08188.png,85
12921.png,21
00287.png,27
16424.png,24
13807.png,7
06008.png,8
15013.png,13
12544.png,44
09221.png,21
17879.png,77
14556.png,54
05319.png,19
14816.png,16
04978.png,76
07697.png,93
19698.png,94
13449.png,49
09896.png,92
10294.png,90
19208.png,8
07486.png,84
05181.png,79
01883.png,81
16402.png,2
15710.png,10
12208.png,8
09869.png,67
04351.png,51
07855.png,27
17155.png,27
06900.png,0
01887.png,27
00333.png,33
14385.png,83
07708.png,8
18908.png,8
19467.png,65
07435.png,35
18690.png,86
18336.png,36
09153.png,38
17553.png,38
07541.png,41
05899.png,95
08607.png,7
03780.png,78
17199.png,95
01431.png,31
08130.png,30
13425.png,25
01096.png,92
12013.png,13
12088.png,85
04266.png,64
16314.png,14
01043.png,43
07522.png,22
04504.png,4
08958.png,56
14517.png,17
05803.png,3
05625.png,25
14520.png,20
11264.png,62
14773.png,71
06035.png,35
14502.png,2
09039.png,39
15965.png,63
07239.png,39
17749.png,49
07895.png,91
00041.png,41
12686.png,84
11963.png,61
00425.png,25
09097.png,93
03310.png,10
02234.png,34
15696.png,92
16098.png,94
10620.png,20
03885.png,83
09345.png,45
01912.png,12
14090.png,86
03195.png,91
10878.png,76
19493.png,89
05690.png,86
05450.png,50
17230.png,30
17287.png,27
03744.png,44
09222.png,22
09630.png,30
12284.png,82
04405.png,5
03336.png,36
08570.png,68
08394.png,90
19144.png,44
13661.png,59
07731.png,31
05345.png,45
07739.png,39
16280.png,78
09301.png,1
19213.png,13
16160.png,58
04092.png,88
03685.png,83
15036.png,36
06889.png,81
02502.png,2
19295.png,91
01498.png,94
00453.png,38
06115.png,15
07551.png,51
00661.png,59
16351.png,51
02587.png,27
06182.png,80
02902.png,2
00276.png,74
10029.png,29
19386.png,84
14847.png,47
09648.png,48
16186.png,84
17023.png,23
00771.png,69
01383.png,81
08617.png,17
01314.png,14
10739.png,39
02827.png,27
12934.png,34
11634.png,34
16235.png,35
04473.png,71
19372.png,70
19081.png,79
15737.png,37
09344.png,44
03189.png,81
19900.png,0
17031.png,31
03600.png,0
11296.png,92
12053.png,38
05098.png,94
11560.png,58
16501.png,1
06015.png,15
18355.png,27
01776.png,74
19881.png,79
02527.png,27
10464.png,62
08815.png,15
02908.png,8
03952.png,52
05801.png,1
06782.png,80
07472.png,70
09368.png,66
15435.png,35
11666.png,64
05927.png,27
03670.png,68
15721.png,21
02356.png,54
01115.png,15
10435.png,35
17536.png,36
13548.png,48
12824.png,24
10568.png,66
15441.png,41
03035.png,35
08725.png,25
07736.png,36
09986.png,84
02752.png,52
18286.png,84
12755.png,27
06388.png,85
07339.png,39
14461.png,59
00784.png,82
00667.png,65
06638.png,38
05299.png,95
12992.png,88
01639.png,39
18053.png,38
12246.png,46
01632.png,32
18758.png,56
19300.png,0
11934.png,34
03634.png,34
16111.png,11
14707.png,7
02150.png,50
05034.png,34
09150.png,50
12833.png,33
14441.png,41
05766.png,64
19429.png,29
07244.png,44
17893.png,89
15626.png,26
19886.png,84
08577.png,75
07293.png,89
18669.png,67
01788.png,85
15535.png,35
04672.png,70
00259.png,57
14584.png,82
19259.png,57
18838.png,38
10950.png,50
06020.png,20
13099.png,95
10147.png,47
11960.png,58
08972.png,70
06344.png,44
17348.png,48
07517.png,17
00726.png,26
17555.png,27
13920.png,20
13762.png,60
09616.png,16
02295.png,91
09703.png,3
15025.png,25
10126.png,26
05359.png,57
12092.png,88
13127.png,27
14222.png,22
02986.png,84
10602.png,2
08469.png,67
08080.png,78
18014.png,14
08224.png,24
06983.png,81
06516.png,16
06452.png,52
04094.png,90
06269.png,67
05829.png,29
16860.png,58
10956.png,54
10493.png,89
03163.png,61
13687.png,27
02470.png,68
14363.png,61
05171.png,69
11792.png,88
17254.png,53
17198.png,94
08058.png,56
02069.png,67
17245.png,45
00907.png,7
11432.png,32
18768.png,66
05082.png,80
00265.png,63
06137.png,37
01163.png,61
12536.png,36
03285.png,83
04674.png,72
11503.png,3
12967.png,65
08419.png,19
11802.png,2
14454.png,53
17355.png,27
00154.png,53
07134.png,34
06089.png,81
15209.png,9
07533.png,33
03585.png,83
15480.png,78
06410.png,10
03128.png,28
03478.png,76
10512.png,12
15349.png,49
16645.png,45
04802.png,2
07805.png,5
19124.png,24
12129.png,29
07180.png,78
08362.png,60
17178.png,76
05732.png,32
05349.png,49
03352.png,52
14470.png,68
01937.png,37
08008.png,8
08311.png,11
00610.png,10
15086.png,84
01689.png,81
10714.png,14
05223.png,23
11173.png,71
06448.png,48
15947.png,47
09307.png,7
09705.png,5
08575.png,73
12672.png,70
11510.png,10
09285.png,83
18965.png,63
00623.png,23
06064.png,62
11865.png,63
17773.png,71
14692.png,88
19033.png,33
08485.png,83
10350.png,50
02044.png,44
11941.png,41
11674.png,72
05001.png,1
11604.png,4
17311.png,11
07008.png,8
13406.png,6
16331.png,31
02680.png,78
05950.png,50
16245.png,45
10736.png,36
14545.png,45
07999.png,95
10428.png,28
07618.png,18
13418.png,18
15221.png,21
17714.png,14
13821.png,21
11492.png,88
18178.png,76
04973.png,71
03076.png,74
17495.png,91
11413.png,13
16846.png,46
13226.png,26
14303.png,3
05075.png,73
15584.png,82
02077.png,75
12137.png,37
05336.png,36
02412.png,12
08237.png,37
14505.png,5
10856.png,54
10063.png,61
05657.png,55
09142.png,42
15645.png,45
00069.png,67
04753.png,38
07463.png,61
04367.png,65
09676.png,74
07115.png,15
14060.png,58
00231.png,31
09382.png,80
04564.png,62
01620.png,20
10332.png,32
05915.png,15
19142.png,42
08257.png,55
09148.png,48
01795.png,91
02739.png,39
09998.png,94
10005.png,5
13155.png,27
18870.png,68
16031.png,31
19873.png,71
08150.png,50
14126.png,26
17317.png,17
18089.png,81
02679.png,77
01752.png,52
15020.png,20
04357.png,55
19857.png,55
19812.png,12
01053.png,38
03540.png,40
19787.png,27
11896.png,92
17451.png,51
17994.png,90
10499.png,95
12798.png,94
19260.png,58
05148.png,48
03724.png,24
05842.png,42
13509.png,9
07451.png,51
06975.png,73
14528.png,28
11812.png,12
01877.png,75
03071.png,69
11124.png,24
03428.png,28
06009.png,9
11525.png,25
04896.png,92
17947.png,47
07229.png,29
11945.png,45
13025.png,25
16404.png,4
05674.png,72
03075.png,73
09297.png,93
04971.png,69
00119.png,19
15211.png,11
14878.png,76
12898.png,94
17113.png,13
06894.png,90
04612.png,12
15849.png,49
13653.png,38
01230.png,30
03208.png,8
02651.png,51
09079.png,77
03789.png,81
19256.png,54
06155.png,27
09613.png,13
18883.png,81
03608.png,8
14355.png,27
07591.png,87
04052.png,52
17479.png,77
00602.png,2
13898.png,94
16573.png,71
07013.png,13
08836.png,36
16875.png,73
03520.png,20
18289.png,81
09732.png,32
18914.png,14
08949.png,49
06918.png,18
18363.png,61
17798.png,94
07225.png,25
01118.png,18
03216.png,16
16797.png,93
03669.png,67
01876.png,74
09401.png,1
16164.png,62
04840.png,40
15111.png,11
19865.png,63
10434.png,34
08961.png,59
03045.png,45
10389.png,81
06695.png,91
17825.png,25
16740.png,40
02872.png,70
08019.png,19
15279.png,77
17238.png,38
02030.png,30
10695.png,91
07856.png,54
14449.png,49
10975.png,73
14397.png,93
17950.png,50
04281.png,79
10909.png,9
07057.png,55
01580.png,78
19617.png,17
16140.png,40
19209.png,9
17272.png,70
04129.png,29
08288.png,85
00270.png,68
06190.png,86
17291.png,87
00034.png,34
01675.png,73
07642.png,42
08699.png,95
18904.png,4
03047.png,47
02338.png,38
04335.png,35
04847.png,47
16254.png,53
08634.png,34
13539.png,39
02125.png,25
14758.png,56
12857.png,55
09426.png,26
12637.png,37
02531.png,31
14643.png,43
07930.png,30
14555.png,27
05943.png,43
15281.png,79
01749.png,49
18267.png,65
19804.png,4
17912.png,12
07554.png,53
11442.png,42
11260.png,58
13132.png,32
13579.png,77
18474.png,72
15707.png,7
13682.png,80
12815.png,15
00880.png,78
10962.png,60
09255.png,27
11749.png,49
06389.png,81
15487.png,27
12300.png,0
17362.png,60
01300.png,0
01902.png,2
11242.png,42
12094.png,90
06933.png,33
13476.png,74
09664.png,62
08888.png,85
17299.png,95
11082.png,80
19181.png,79
15797.png,93
00561.png,59
01775.png,73
06927.png,27
13043.png,43
18975.png,73
16948.png,48
05847.png,47
09566.png,64
06930.png,30
12906.png,6
04634.png,34
08430.png,30
12701.png,1
00851.png,51
09665.png,63
09432.png,32
06571.png,69
02060.png,58
03296.png,92
05388.png,85
10595.png,91
18458.png,56
07336.png,36
11031.png,31
01723.png,23
18315.png,15
17089.png,81
11203.png,3
15293.png,89
17473.png,71
00677.png,75
15301.png,1
09593.png,89
17219.png,19
10675.png,73
06994.png,90
19602.png,2
17411.png,11
14564.png,62
06816.png,16
11482.png,80
07353.png,38
10692.png,88
19411.png,11
01419.png,19
08585.png,83
15704.png,4
05600.png,0
07319.png,19
03012.png,12
00107.png,7
16828.png,28
00875.png,73
06546.png,46
10102.png,2
10169.png,67
17684.png,82
16119.png,19
12566.png,64
19625.png,25
08947.png,47
07455.png,27
04554.png,53
18396.png,92
15347.png,47
08948.png,48
13767.png,65
10927.png,27
12185.png,83
08690.png,86
10755.png,27
05827.png,27
02119.png,19
00993.png,89
14339.png,39
17787.png,27
16252.png,52
10418.png,18
15252.png,52
06090.png,86
07643.png,43
00442.png,42
03387.png,27
15375.png,73
09824.png,24
05954.png,53
19217.png,17
18819.png,19
14359.png,57
07245.png,45
15256.png,54
08402.png,2
09389.png,81
01529.png,29
18610.png,10
17253.png,38
13374.png,72
15433.png,33
11159.png,57
02164.png,62
00814.png,14
03010.png,10
13415.png,15
15244.png,44
12799.png,95
03680.png,78
16713.png,13
10542.png,42
14310.png,10
19821.png,21
10743.png,43
10759.png,57
17572.png,70
05047.png,47
18930.png,30
15728.png,28
16093.png,89
19301.png,1
06030.png,30
16032.png,32
08498.png,94
05310.png,10
19132.png,32
01813.png,13
11944.png,44
06492.png,88
12916.png,16
01228.png,28
19245.png,45
08272.png,70
08033.png,33
06697.png,93
00653.png,38
02877.png,75
11741.png,41
10026.png,26
14736.png,36
10130.png,30
05402.png,2
03181.png,79
08923.png,23
04451.png,51
06644.png,44
07160.png,58
19837.png,37
14426.png,26
03000.png,0
00165.png,63
12204.png,4
13955.png,27
00177.png,75
19071.png,69
15745.png,45
01128.png,28
12734.png,34
16632.png,32
00484.png,82
13333.png,33
15063.png,61
08039.png,39
18797.png,93
17459.png,57
19230.png,30
12319.png,19
05308.png,8
08028.png,28
04889.png,81
02857.png,55
17920.png,20
09378.png,76
16651.png,51
00066.png,64
07211.png,11
03908.png,8
06472.png,70
04628.png,28
18279.png,77
12872.png,70
00310.png,10
09692.png,88
10565.png,63
13722.png,22
04322.png,22
14784.png,82
11362.png,60
11001.png,1
07423.png,23
10284.png,82
02214.png,14
09219.png,19
15481.png,79
05204.png,4
15904.png,4
00590.png,86
05458.png,56
11208.png,8
08828.png,28
19204.png,4
00838.png,38
01874.png,72
10438.png,38
07742.png,42
00951.png,51
00086.png,84
17949.png,49
19359.png,57
14989.png,81
12202.png,2
00574.png,72
00627.png,27
00901.png,1
10770.png,68
09527.png,27
02966.png,64
10851.png,51
01003.png,3
08223.png,23
19983.png,81
15048.png,48
12198.png,94
03791.png,87
02304.png,4
07426.png,26
06986.png,84
13206.png,6
04372.png,70
08946.png,46
08731.png,31
04699.png,95
09063.png,61
05928.png,28
00161.png,59
00586.png,84
08255.png,27
02496.png,92
02612.png,12
18403.png,3
08904.png,4
02005.png,5
03016.png,16
13050.png,50
18789.png,81
02997.png,93
19933.png,33
16243.png,43
06022.png,22
07172.png,70
07546.png,46
01957.png,55
09223.png,23
14724.png,24
00092.png,88
11221.png,21
09767.png,65
10897.png,93
14451.png,51
12570.png,68
19374.png,72
02829.png,29
13505.png,5
14299.png,95
03279.png,77
12217.png,17
00241.png,41
11407.png,7
04809.png,9
07214.png,14
01459.png,57
00218.png,18
06484.png,82
09920.png,20
07306.png,6
18890.png,86
18491.png,87
02862.png,60
16406.png,6
00306.png,6
18307.png,7
07960.png,58
11836.png,36
13732.png,32
13958.png,56
12059.png,57
03674.png,72
11091.png,87
04983.png,81
01501.png,1
07384.png,82
04175.png,73
10559.png,57
19339.png,39
03493.png,89
04059.png,57
06863.png,61
13066.png,64
19767.png,65
15512.png,12
04366.png,64
01551.png,51
06192.png,88
16333.png,33
03266.png,64
11158.png,56
08812.png,12
12183.png,81
01370.png,68
16588.png,85
10116.png,16
04767.png,65
05509.png,9
19136.png,36
14757.png,55
19198.png,94
00049.png,49
07119.png,19
19540.png,40
11395.png,91
16909.png,9
03568.png,66
09104.png,4
11709.png,9
13596.png,92
11298.png,94
19039.png,39
09533.png,33
01263.png,61
16156.png,54
03095.png,91
19699.png,95
03251.png,51
09093.png,89
15287.png,27
11743.png,43
17042.png,42
08810.png,10
07635.png,35
02208.png,8
00648.png,48
14514.png,14
19406.png,6
17078.png,76
00233.png,33
07564.png,62
03200.png,0
05720.png,20
13772.png,70
03612.png,12
03142.png,42
00380.png,78
09183.png,81
11675.png,73
04224.png,24
19597.png,93
16991.png,87
17058.png,56
11359.png,57
14383.png,81
19537.png,37
12976.png,74
04049.png,49
11547.png,47
03125.png,25
02347.png,47
05638.png,38
04354.png,53
05909.png,9
01291.png,87
03123.png,23
15299.png,95
18964.png,62
18783.png,81
16691.png,87
19264.png,62
03919.png,19
10996.png,92
03846.png,46
07304.png,4
09768.png,66
06100.png,0
08414.png,14
12305.png,5
14103.png,3
14540.png,40
07840.png,40
00372.png,70
07227.png,27
01338.png,38
07071.png,69
06672.png,70
08269.png,67
08404.png,4
10368.png,66
01531.png,31
03297.png,93
15137.png,37
16546.png,46
10880.png,78
18784.png,82
05136.png,36
09059.png,57
03928.png,28
16362.png,60
04114.png,14
02533.png,33
12486.png,84
00855.png,27
17455.png,27
17070.png,68
16931.png,31
19555.png,27
10744.png,44
03179.png,77
13302.png,2
18487.png,27
09112.png,12
05753.png,38
05834.png,34
01162.png,60
06845.png,45
06021.png,21
04836.png,36
05959.png,57
14935.png,35
05779.png,77
11072.png,70
18498.png,94
05960.png,58
14716.png,16
09736.png,36
16192.png,88
08833.png,33
04338.png,38
18616.png,16
19998.png,94
02990.png,86
14521.png,21
18833.png,33
14101.png,1
11000.png,0
18677.png,75
19206.png,6
17065.png,63
09640.png,40
18049.png,49
03512.png,12
06700.png,0
15317.png,17
04334.png,34
05120.png,20
15107.png,7
08849.png,49
18830.png,30
03965.png,63
04199.png,95
03862.png,60
13283.png,81
13833.png,33
01391.png,87
16049.png,49
13649.png,49
09984.png,82
15913.png,13
15164.png,62
03895.png,91
19687.png,27
14926.png,26
12982.png,80
00193.png,89
04963.png,61
01156.png,54
15694.png,90
13419.png,19
13247.png,47
10952.png,52
02501.png,1
06620.png,20
14105.png,5
05482.png,80
18226.png,26
19977.png,75
00801.png,1
19329.png,29
13103.png,3
07589.png,81
13678.png,76
06888.png,85
01599.png,95
19291.png,87
03506.png,6
07975.png,73
06858.png,56
05474.png,72
05415.png,15
15520.png,20
19707.png,7
03917.png,17
10898.png,94
10586.png,84
12310.png,10
02202.png,2
13250.png,50
18139.png,39
03077.png,75
19554.png,53
17985.png,83
10750.png,50
14085.png,83
18857.png,55
04900.png,0
02850.png,50
01050.png,50
09794.png,90
07050.png,50
02368.png,66
14142.png,42
08807.png,7
09107.png,7
19661.png,59
